xid_possession,xid_chance,xid_shot,team_nba_off,team_nba_def,player_nba_shooter,player_nba_passer,player_nba_closestDef,player_nba_blocker,frame_start,frame_end,period,gameClock_start,gameClock_end,gameClock_format_start,gameClock_format_end,shotClock,loc_x,loc_y,loc_x_passer,loc_y_passer,region,m_region,fga,fg,fga3,fg3,fouled,three,qSQ,distance,shotType,complexShotType,catchAndShoot,dribblesBefore,assisted,assistOpp,createdFromPaint,putback,blocked,contestLevel,rearViewContest,closestDefDist,releaseTime,shotAngle,shooterSpeed,shooterVelAngle,rimDepth,rimLeftRight,arcAngle,complexOutcome
fb7fdad6-8c56-5c26-b60c-28c48c2dd23c,03a8b04f-950b-59f8-98b5-0f0a327eafcb,832db6c7-5ded-54d6-adaf-3f90133789c2,OKC,MIL,"Hartenstein, Isaiah",null,"Jackson Jr., Andre",null,134447,134451,2,269.22,269.06,4:29,4:29,11.47,-0.76,6.61,null,null,ra,RA,0,0,0,0,1,0,85.10583639,1.557947368,layup,tip,1,0,0,0,1,1,0,lightly_contested,0,2.952371928,0.2,29.19748605,7.633988327,-65.3168269,null,null,null,null
fb7fdad6-8c56-5c26-b60c-28c48c2dd23c,a252f81e-6d0a-5d50-a0cd-b298c82aa535,381da22d-dd61-53f9-95e8-e6f67c24afc2,OKC,MIL,"Gilgeous-Alexander, Shai","Mitchell, Ajay","Antetokounmpo, Giannis",null,134419,134431,2,270.34,269.86,4:30,4:29,12.59,-1.09,7.79,23.53,6.07,ra,RA,1,0,0,0,0,0,65.25291204,2.764000724,layup,drivingLayup,0,2,0,0,1,0,0,heavily_contested,0,1.657467948,3.72,23.22580941,10.7481426,-103.1792293,null,null,null,null
d55d9e34-6ea5-5b7c-b369-2e2520a82212,cd6a368f-7733-5e51-92ab-ccd6138eb5f9,c3321aa3-ab15-54e7-88b2-ee4bf923a564,MIL,OKC,"Portis, Bobby","Green, AJ","Williams, Kenrich",null,210444,210476,3,259,257.72,4:19,4:17,7.12,22.81,4.41,21.54,22.7,left corner three,Corner,1,0,1,0,0,1,52.47123241,22.82546166,jumper,catchAndShoot,1,0,0,1,0,0,0,heavily_contested,0,5.040168648,1,-92.10901868,1.149426185,-131.4221806,-0.577351993,-0.259688733,45.98857841,outside_rim_miss
96b008fe-1dbf-586c-97cc-3491819dabcd,8a437c25-5227-59dd-8d3d-3496027c0773,71470850-a4ef-54b5-8480-e5f908b7b7a8,MIL,OKC,"Lillard, Damian","Jackson Jr., Andre","Hartenstein, Isaiah",null,79428,79439,1,427.87,427.42,7:07,7:07,16.65,0.17,10.18,-9.36,27.84,key,NRA,1,1,0,0,0,0,73.34082723,4.932930164,layup,drivingLayup,0,2,1,0,1,0,0,lightly_contested,0,4.507083314,3.48,-1.974934011,7.715087131,-72.03716581,null,null,null,null
7a1e2a33-9778-5b06-b65f-e0fdc9a8bef5,b6f5d24a-69b5-545a-914c-8f83b549c452,10b0f732-fc1e-514a-bd5f-4ef23c4b58b5,MIL,OKC,"Trent Jr., Gary","Antetokounmpo, Giannis","Wallace, Cason",null,98303,98332,1,67.39,66.23,1:07,1:06,11.22,21.99,2.99,1.52,13.32,left corner two,Mid,1,1,0,0,0,0,42.22599864,22.10582955,jumper,catchAndShoot,1,0,1,1,1,0,0,lightly_contested,0,9.163863814,0.92,-95.73580469,0.515388203,81.69956122,0.313809087,-0.492259709,44.97906646,normal_make
c81b79f4-742a-51c7-aa07-3b7afd37f779,42300434-7a38-5213-8ded-c8d5128205f1,ecb4cbf3-5a57-5519-89f0-1edd1c2c33d9,MIL,OKC,"Antetokounmpo, Giannis","Lopez, Brook","Caruso, Alex",null,141322,141329,2,176.24,175.96,2:56,2:55,11.28,-1.36,5.64,-5.61,20.69,ra,RA,1,1,0,0,0,0,67.20389128,1.414814476,layup,lob,1,0,1,1,1,0,0,heavily_contested,0,3.115204648,0.16,73.99897715,5.772450135,-6.491589045,null,null,null,null
6c46614d-2032-5ad0-8510-f13dcc91910f,6a715781-596d-5b4d-94c0-a05c77627d33,2e54e004-02cb-5940-9033-6e12da06a722,MIL,OKC,"Antetokounmpo, Giannis","Lopez, Brook","Gilgeous-Alexander, Shai",null,194420,194433,3,486.44,485.92,8:06,8:05,1.64,2.22,9.86,-1.76,12.59,key,NRA,0,0,0,0,1,0,12.37163469,5.116688382,layup,drivingLayup,0,1,0,0,1,0,0,heavily_contested,0,0.770064932,5.56,-25.71369054,13.6805062,95.95421981,null,null,null,null
c4fb0e9f-88d4-5cf0-9998-dcc52c04203e,0768d30d-dfef-5760-aff1-dfbe16d819fb,d190db25-d43b-50d6-a2c8-19d2253c0e30,OKC,MIL,"Gilgeous-Alexander, Shai","Wallace, Cason","Lillard, Damian",null,206150,206179,3,339.84,338.68,5:39,5:38,12.98,23.14,4.24,5.82,4.33,left corner three,Corner,1,1,1,1,0,1,59.24118161,23.16203143,jumper,catchAndShoot,1,0,1,1,1,0,0,heavily_contested,0,3.924856685,1.28,-92.49922346,1.125771341,41.4902175,-0.025596831,-0.399709762,41.15145977,swish
c4fb0e9f-88d4-5cf0-9998-dcc52c04203e,9715a8c0-1c4b-5a99-a175-936da6b368da,a67c52ad-f268-50c0-a2f6-e92372bef56a,OKC,MIL,"Gilgeous-Alexander, Shai","Wallace, Cason","Lillard, Damian",null,206054,206074,3,343.68,342.88,5:43,5:42,12.94,11.29,4.47,-6,40.37,left corner two,Mid,1,0,0,0,0,0,48.30655456,11.31691212,jumper,pullupJumper,0,5,0,0,1,0,0,lightly_contested,0,5.136389783,5.4,-93.95215292,5.838390665,141.2658754,0.775516032,-0.321890076,43.0275286,outside_rim_miss
b0ac570e-b87d-5df5-9d8f-140a5258cdf0,0d9ec137-e4ae-5a20-93b3-7b5e4d43d07a,b4948da6-ca93-501e-9ced-709e824ded20,MIL,OKC,"Lillard, Damian","Trent Jr., Gary","Hartenstein, Isaiah",null,251094,251124,4,342.27,341.07,5:42,5:41,2.39,-11.97,29.17,-23.11,5.92,right wing three,ATB,1,1,1,1,0,1,38.39999288,26.74784664,jumper,pullupJumper,0,2,1,0,0,0,0,uncontested,0,7.50416551,1.4,26.58421044,2.29771928,59.25614727,0.216924801,-0.022351894,40.65709061,swish
98631828-c9f2-5188-9ab4-958f13a42aac,c51ee67c-57b2-5049-9936-8fe88e30b013,f2575a11-007c-5576-8842-d63394c50308,OKC,MIL,"Williams, Jalen","Dort, Luguentz","Green, AJ",null,260926,260951,4,193.75,192.75,3:13,3:12,17.49,-13.14,17.71,13.09,87.88,right wing two,Mid,1,1,0,0,0,0,40.97594619,18.10831853,jumper,pullupJumper,0,6,0,0,0,0,0,heavily_contested,0,4.382111363,6.08,46.52156136,2.038262468,-87.37693762,0.198056968,-0.185875682,41.94986804,swish
3b0887bc-05a0-5119-a28b-763053c1737f,57058357-4726-5fda-9258-63e57e0eb9bd,5d5e4356-62f5-536e-b1e6-a53125340828,OKC,MIL,"Williams, Jalen","Mitchell, Ajay","Portis, Bobby",null,237545,237569,4,589.33,588.37,9:49,9:48,11.87,10.6,7.86,-6.5,39.17,left corner two,Mid,1,0,0,0,0,0,22.80314565,10.91659746,jumper,pullupJumper,0,5,0,0,0,0,0,heavily_contested,0,2.954352721,4.68,-76.16742874,5.745318142,121.4612507,-0.169136674,-0.794990961,44.65256841,outside_rim_miss
2352e7e6-ce4e-59cb-969c-08e6bc9d83df,7204bc47-708c-55ba-bb1c-646e3e2972bc,0ac355a2-15c6-5cec-a1f2-f22bfb5d34fa,OKC,MIL,"Gilgeous-Alexander, Shai","Caruso, Alex","Connaughton, Pat",null,247691,247724,4,427.83,426.5,7:07,7:06,14.61,23.23,15,6.73,30.57,left wing three,ATB,1,0,1,0,0,1,55.21479249,25.19316177,jumper,catchAndShoot,1,0,0,1,0,0,0,heavily_contested,0,6.248463811,0.88,-67.23143332,0.751156516,33.5413658,0.136145097,-1.200253175,46.65390104,outside_rim_miss
1cf6f1a7-f72a-5943-840a-1e78c1c9dfbc,4002e17a-0f5c-54c7-9c8d-99d955328137,f36f5352-3379-5885-b221-624a5e0a64ed,OKC,MIL,"Williams, Jalen","Dort, Luguentz","Lillard, Damian",null,119916,119946,2,506,504.8,8:26,8:24,14,1.94,31.38,2.97,6.89,middle three,ATB,1,0,1,0,0,1,54.43665683,26.20191787,jumper,shakeAndRaise,1,0,0,1,1,0,0,lightly_contested,0,6.707406354,1.84,-4.24608692,1.380041264,33.13266869,0.340273519,-0.940870192,39.57274696,outside_rim_miss
1cf6f1a7-f72a-5943-840a-1e78c1c9dfbc,91e53651-b8e8-5849-b01b-fec525274cb6,52ed51d0-a766-553d-a43e-23b011e95458,OKC,MIL,"Mitchell, Ajay","Williams, Jalen","Trent Jr., Gary",null,119802,119834,2,510.56,509.28,8:30,8:29,9.14,-12.29,27.91,1.98,16.56,right wing three,ATB,1,0,1,0,0,1,64.00727481,25.77827962,jumper,catchAndShoot,1,0,0,1,1,0,0,lightly_contested,0,9.952170618,1.04,28.47387246,2.124591464,-17.16393999,-0.395725034,-0.05327618,44.55664976,outside_rim_miss
1cf6f1a7-f72a-5943-840a-1e78c1c9dfbc,a1cc788b-8761-508b-accf-290ad3302ef3,726246bc-1039-579f-ae4c-30b3d72b22dc,OKC,MIL,"Williams, Jalen",null,"Green, AJ",null,118693,118714,2,517.19,516.35,8:37,8:36,17.43,-8.93,8.18,null,null,right corner two,Mid,1,0,0,0,0,0,48.43067229,9.39839348,floater,drivingFloater,0,7,0,0,1,0,0,heavily_contested,0,4.433260651,7.08,71.83494855,3.416920722,-87.39645887,null,null,null,null
a4f3a3a0-39f3-5a46-be42-353f56ad475d,2ec66e93-f2de-51e9-b6b5-2363703769f2,0d13eebb-f261-520d-a09b-4a29c0956982,MIL,OKC,"Prince, Taurean","Lillard, Damian","Williams, Jalen",null,181842,181874,3,615.92,614.64,10:15,10:14,16.48,-22.97,9.45,0.36,10.14,right corner three,Corner,1,0,1,0,0,1,65.05394429,23.35082226,jumper,catchAndShoot,1,0,0,1,1,0,0,lightly_contested,0,6.007503641,0.72,79.6380926,0.501733107,105.1255491,0.796660012,0.708202552,46.25629426,outside_rim_miss
c917318f-13d1-5b9e-8777-d3a4d3e5a821,4788bf4e-2830-5de2-9dfb-06a66f24580a,4837946b-53ca-53f9-8543-461423bfff37,MIL,OKC,"Portis, Bobby","Antetokounmpo, Giannis","Williams, Kenrich",null,86506,86536,1,270.8,269.6,4:30,4:29,17.58,17.32,24.82,-13.66,31.47,left wing three,ATB,1,1,1,1,0,1,46.42879665,26.13364307,jumper,catchAndShootRelocating,1,0,1,1,0,0,0,lightly_contested,0,6.306568005,1.08,-41.50973156,1.02486449,14.94468038,0.232682761,-0.505456951,41.16461689,normal_make
b77e9835-ed90-58bf-8da2-3446ccae7a97,64ef177c-5c07-50aa-8c60-8462906dec8b,a09f5fdc-9ece-5f03-8165-e5b5468d4397,MIL,OKC,"Antetokounmpo, Giannis","Prince, Taurean","Williams, Jalen",null,131747,131770,2,363.21,362.29,6:03,6:02,11.92,-5.4,20.75,10.18,34.06,middle two,Mid,1,1,0,0,0,0,41.7781204,16.41371378,jumper,stepback,0,1,1,0,1,0,0,heavily_contested,0,4.63492179,4.08,19.20767742,3.377056986,170.0222088,0.324984979,-0.048524443,41.9625725,swish
8f959b26-1f58-52eb-bacd-ad6c56a85113,d1f6d742-0393-5dea-b502-5dff973ba076,4279adb8-e616-577a-a701-723d3d98a42e,MIL,OKC,"Antetokounmpo, Giannis","Portis, Bobby","Wallace, Cason",null,214468,214474,3,175.74,175.5,2:55,2:55,4.06,4.89,5,23.96,14.63,key,NRA,1,1,0,0,1,0,68.54213476,4.896386423,layup,drivingLayup,0,1,1,0,1,0,0,lightly_contested,0,2.0902153,3.76,-92.92668399,6.843107847,-6.535638215,null,null,null,null
2b8157e8-d5fe-57c0-ae44-d0095e124f7e,4bd43ae0-5fde-522b-9358-1c4dd14e13fc,1a952a17-f788-5e61-bcbc-0cde8982d997,MIL,OKC,"Prince, Taurean","Antetokounmpo, Giannis","Gilgeous-Alexander, Shai",null,179057,179090,3,705.54,704.22,11:45,11:44,9.54,21.03,19.29,-5.61,20.16,left wing three,ATB,1,1,1,1,0,1,63.63582909,25.28601392,jumper,catchAndShoot,1,0,1,1,0,0,0,heavily_contested,0,4.952352976,0.72,-56.27222548,0.300462606,22.58215796,0.193738432,0.342446838,46.93080768,swish
12da8291-0493-57f5-8532-c96966d93a9f,74c79188-7a78-595a-bf6b-22948d065c03,e9d5d586-eb52-53da-9de0-920964beb36c,MIL,OKC,"Antetokounmpo, Giannis",null,"Gilgeous-Alexander, Shai",null,205673,205689,3,358.93,358.29,5:58,5:58,13.08,3.66,6.9,null,null,key,NRA,1,1,0,0,0,0,33.57987106,4.014735359,layup,standstillLayup,0,2,0,0,1,1,0,heavily_contested,0,1.945507646,1.8,-65.73321157,2.518335539,104.6891194,null,null,null,null
12da8291-0493-57f5-8532-c96966d93a9f,14fa3233-dfe2-5913-84f8-21c6db3c1e55,37c4ec12-7c82-5474-a0cb-9500ddfd7ece,MIL,OKC,"Prince, Taurean","Lopez, Brook","Wallace, Cason",null,205588,205607,3,362.33,361.57,6:02,6:01,11.66,-8.84,8.58,4.26,18.91,right corner two,Mid,1,0,0,0,0,0,54.3174088,9.446401431,floater,drivingFloater,0,2,0,0,0,0,0,heavily_contested,1,2.841548873,1.8,69.35876721,4.863590638,-6.362857917,null,null,null,null
12da8291-0493-57f5-8532-c96966d93a9f,82ebc31e-a795-5b76-980d-7ca0502fc853,a3c3f059-82f5-573d-a188-65f7a14bbc5b,MIL,OKC,"Jackson Jr., Andre","Lillard, Damian","Williams, Kenrich",null,205383,205414,3,370.53,369.29,6:10,6:09,6.88,22.76,5.03,3.1,11.5,left corner three,Corner,1,0,1,0,0,1,56.00821674,22.76106324,jumper,catchAndShootRelocating,1,0,0,1,1,0,0,uncontested,0,9.994423445,0.84,-90.55380839,1.178511302,-171.3160893,-0.508043632,0.108854904,48.27691704,outside_rim_miss
f68e3fc7-2278-5abd-8c31-0a6be4a60776,95c62b88-8775-53f6-8c93-16a4f6d4cada,794ae7cc-5d60-5dc7-b3a5-e6e85915efce,OKC,MIL,"Wallace, Cason","Williams, Kenrich","Antetokounmpo, Giannis",null,213170,213181,3,227.65,227.21,3:47,3:47,11.03,-0.26,10.01,-5.39,2.96,key,NRA,1,1,0,0,0,0,45.25742233,4.767095552,layup,cutLayup,1,0,1,1,1,0,0,heavily_contested,0,3.010149498,1.28,3.126494525,4.045101633,-28.10773413,null,null,null,null
d92742d9-a239-5606-8c2e-afcc3b736a9d,1f43de42-8bee-5056-bce9-7c1f82ae6e6b,ef84b9da-59ea-5df0-b817-e00dbc9e4800,OKC,MIL,"Wiggins, Aaron","Jones, Dillon","Connaughton, Pat",null,269182,269211,4,84.81,83.65,1:24,1:23,8.77,2.37,21.41,26.08,23.14,middle two,Mid,1,0,0,0,0,0,52.36789584,16.33286564,jumper,stepback,0,4,0,0,1,0,0,lightly_contested,0,5.361343115,5.28,-8.343428801,4.837641758,-160.7337665,-0.551514638,-0.313549065,53.73349073,outside_rim_miss
d92742d9-a239-5606-8c2e-afcc3b736a9d,3dcbae38-6960-5ec2-8802-9b4d21c475da,476dceb6-8db6-54f8-8fb0-0d52cab431bc,OKC,MIL,"Mitchell, Ajay","Jones, Dillon","Smith, Tyler",null,267842,267843,4,92.73,92.7,1:32,1:32,9.49,-0.49,4.95,25.28,23.75,ra,RA,0,0,0,0,1,0,48.0831176,0.574543297,layup,drivingLayup,0,5,0,0,1,0,0,heavily_contested,0,4.200761836,4.56,121.4768393,14.34356466,-106.1487324,null,null,null,null
d47c7cf7-94a2-5c19-930a-eddbf9478390,75597333-f9a3-5ffd-a97b-f0a6032d0783,20bf41b1-036e-5144-bf88-91a7b24b7fc1,OKC,MIL,"Dort, Luguentz",null,"Lopez, Brook",null,83562,83587,1,310.49,309.49,5:10,5:09,14.48,3.4,16.58,null,null,key,NRA,1,1,0,0,0,0,50.21594167,11.82915466,jumper,pullupJumper,0,10,0,0,1,0,0,lightly_contested,0,5.87081766,10.04,-16.70388357,6.387922632,-178.4201237,0.124219781,-0.111528915,55.82654342,swish
7c236692-2434-5e16-a36f-26b96f8a5e6f,03485504-0185-504a-96b0-5358259f123e,4ee3cbab-e2fc-590c-b1b1-95a03a300b9e,MIL,OKC,"Jackson Jr., Andre","Connaughton, Pat","Gilgeous-Alexander, Shai",null,138896,138932,2,221.14,219.7,3:41,3:39,11.86,-22.54,18.28,-6.3,32.38,right wing three,ATB,1,0,1,0,0,1,45.72307616,26.03521653,jumper,catchAndShoot,1,0,0,1,0,0,0,lightly_contested,0,7.734604062,0.8,59.96850571,0.377307714,36.37168603,-0.129049214,0.385064977,52.78998959,inside_rim_miss
558ec43d-f9f5-5aa4-b359-ef177617bf20,fa501179-7e42-5523-a257-04f7d6f176fd,27bb3c92-b91a-51b3-b8e1-bb517b543816,MIL,OKC,"Antetokounmpo, Giannis","Lopez, Brook","Gilgeous-Alexander, Shai",null,206860,206876,3,311.44,310.8,5:11,5:10,1.26,-11.27,7.38,-25.13,19.03,right corner two,Mid,1,0,0,0,0,0,38.17097247,11.46951612,jumper,pullupJumper,0,4,0,0,0,0,0,uncontested,0,5.295073182,4.92,79.29748976,3.783415932,-42.80619308,null,null,null,null
4319361c-d707-5678-ba30-8878a7cf0163,4ae19296-d365-5f6f-b854-0ad056037f23,68527528-9b7e-5774-91c9-a31b164a5e35,MIL,OKC,"Lillard, Damian","Lopez, Brook","Dort, Luguentz",null,84101,84108,1,288.92,288.64,4:48,4:48,6.6,-4.27,9.98,3.91,31.34,key,NRA,0,0,0,0,1,0,30.32429814,6.372268042,layup,drivingLayup,0,4,0,0,1,0,0,heavily_contested,0,2.99347624,7.64,42.0740951,8.771798245,-117.7738177,null,null,null,null
131897ff-efd1-532d-871b-c960eaa4a6c7,bb71e0a2-185b-5ef5-8c60-56d9907a9183,688f9237-6617-5bf6-9474-3c2cd772ad6c,OKC,MIL,"Hartenstein, Isaiah",null,"Portis, Bobby",null,112805,112814,2,662.88,662.52,11:02,11:02,14,3.26,5.44,null,null,ra,RA,1,1,0,0,0,0,48.12605977,3.265532116,layup,standstillLayup,1,0,0,0,1,1,0,heavily_contested,0,2.496157046,1.16,-86.66444876,3.883056142,82.97306278,null,null,null,null
131897ff-efd1-532d-871b-c960eaa4a6c7,4f9bb848-3e81-56d6-930f-048e46adf67e,b5f52fcb-cb95-5a2c-a58c-a7000b7263c1,OKC,MIL,"Mitchell, Ajay","Joe, Isaiah","Green, AJ",null,112738,112772,2,665.56,664.2,11:05,11:04,13.53,22.88,5.38,6.02,3.29,left corner three,Corner,1,0,1,0,0,1,65.55566937,22.88036932,jumper,catchAndShoot,1,0,0,1,1,0,0,lightly_contested,0,10.28930513,0.68,-89.6744593,0.372677996,26.23951048,-1.018898719,0.382104823,46.68248407,outside_rim_miss
5e1652e3-52b3-5fcb-9cca-2b6255ec63ef,d2c8dac1-2f66-5029-ade0-eb26cde8dd77,fb0105f1-5cdf-5bc1-853d-a93fd16d0a37,MIL,OKC,"Lillard, Damian","Jackson Jr., Andre","Dort, Luguentz",null,72943,72976,1,470.67,469.35,7:50,7:49,19.84,-9.94,32.52,5.42,20.77,middle three,ATB,1,0,1,0,0,1,54.1346848,29.02510121,jumper,catchAndShootRelocating,1,0,0,1,0,0,0,lightly_contested,0,6.313770664,0.68,20.02695575,1.577291103,-7.826487027,0.694199662,-1.019614258,40.86276618,outside_rim_miss
51b288dd-38c3-5cd1-bcd8-9fe6bea73404,5831137f-6f67-540b-b32a-6b26678019a6,2765d478-698e-580f-ae5c-6d2cf53855ec,OKC,MIL,"Gilgeous-Alexander, Shai","Wallace, Cason","Trent Jr., Gary",null,97883,97915,1,84.19,82.91,1:24,1:22,16.64,9.73,28.34,-15.73,69.34,middle three,ATB,1,1,1,1,0,1,59.87925231,25.05635648,jumper,stepback,0,6,0,0,0,0,0,lightly_contested,0,7.200347214,6.12,-22.85029219,1.609973257,33.28776754,0.49731874,-0.235676024,43.17659789,normal_make
48dcc906-3387-5777-9bfe-ed3c42819507,4ecf6fee-15f3-50fd-96c2-66fbe0540397,11975ea7-9a21-5cd6-8dab-f589d0d35599,MIL,OKC,"Trent Jr., Gary","Green, AJ","Wallace, Cason",null,221577,221609,3,54.47,53.19,0:54,0:53,15.37,21.17,18.14,-17.04,9.56,left wing three,ATB,1,1,1,1,0,1,58.30166191,24.78549979,jumper,catchAndShoot,1,0,1,1,0,0,0,heavily_contested,0,6.705796001,0.72,-58.66358035,1.144127518,25.55223839,0.346825701,-0.313490667,45.49544576,normal_make
27d003ee-5085-501d-b075-4c6808efd7cb,836d7c36-bb73-57ac-94f4-2cdc8a596785,81a1f8bd-5ba2-58dc-bf18-1ee4ccdd5a5b,OKC,MIL,"Hartenstein, Isaiah","Wallace, Cason","Antetokounmpo, Giannis",null,98868,98891,1,44.79,43.86,0:44,0:43,5.75,-2.4,16.37,-14.32,13.97,key,NRA,0,0,0,0,1,0,40.89320898,11.37604501,floater,cutFloater,1,0,0,1,1,0,0,heavily_contested,0,2.428353352,0.76,12.17918105,5.309353643,-43.37427864,null,null,null,null
71b8722d-8143-5881-bbb8-62faa7a49676,1eae3314-a123-56a4-8538-11494ad9b8b3,38080272-75be-5c62-bb1e-1d8689c29e99,OKC,MIL,"Joe, Isaiah","Gilgeous-Alexander, Shai","Lopez, Brook",null,245534,245568,4,495.63,494.27,8:15,8:14,16.21,1.63,31.27,-21.25,20.56,middle three,ATB,1,0,1,0,0,1,56.49588704,26.07100497,jumper,catchAndShootRelocating,1,0,0,1,0,0,0,lightly_contested,0,8.868923272,1.16,-3.584559633,0.766032346,161.2044246,0.562789277,0.463264001,48.08303224,outside_rim_miss
011c104b-39ed-5422-9123-fcc5da99fc19,74beb8e4-296b-5096-83a6-bbc5fe1f1e16,ac5e5de9-cbc3-56d5-b424-1ba56fdba25e,MIL,OKC,"Antetokounmpo, Giannis","Prince, Taurean","Hartenstein, Isaiah",null,139507,139537,2,196.7,195.5,3:16,3:15,11.78,-8.86,23.5,16.56,44.03,right wing two,Mid,1,0,0,0,0,0,37.46044636,20.28699337,jumper,stepback,0,7,0,0,0,0,0,heavily_contested,0,5.6171256,7.4,25.89562037,1.343709625,161.229396,0.817424205,0.250151785,41.4743301,inside_rim_miss
8efed831-7fc1-5d05-9db8-b75eff403937,7b43a6ca-abbd-5ed7-b4b3-ae05fefaf77b,7879f9b1-9d88-53a7-b6fa-280bec13870c,MIL,OKC,"Antetokounmpo, Giannis","Portis, Bobby","Hartenstein, Isaiah",null,217286,217303,3,115.03,114.35,1:55,1:54,8.76,-7.47,16.86,-2.05,87.58,key,NRA,0,0,0,0,1,0,8.817435056,13.80554237,layup,drivingLayup,0,14,0,0,1,0,0,heavily_contested,0,2.096687864,14.88,32.7576688,16.43257478,-15.19564346,null,null,null,null
8aa94640-f0a8-58a5-815f-f07a8649b7cd,b6f68d0c-6eb8-52b0-b35d-6612fc22d4a5,c1afcec5-927c-5a40-a218-86afdeb573f2,OKC,MIL,"Jones, Dillon","Carlson, Branden","Trent Jr., Gary",null,265220,265247,4,148.03,146.95,2:28,2:26,8.63,-8.84,19.35,-10.6,10.23,right wing two,Mid,1,0,0,0,0,0,42.90040433,16.64198305,jumper,stepback,0,3,0,0,0,0,0,uncontested,0,5.693373341,3.56,32.08567024,3.308501255,111.6217,-0.001142715,-0.433598211,51.77749938,inside_rim_miss
2d3ee48c-2a49-5532-90b5-ed6476c985e4,bfebc241-a31f-5ab5-a148-bd9f6b8b3871,4b89a3c8-4a18-58c7-ada4-7b6a0a73367e,OKC,MIL,"Hartenstein, Isaiah","Joe, Isaiah","Lopez, Brook",null,181599,181626,3,625.64,624.56,10:25,10:24,4.72,-3.94,19,7.56,20.24,middle two,Mid,1,0,0,0,0,0,43.0249095,14.30335975,jumper,catchAndShootRelocating,1,0,0,1,1,0,0,heavily_contested,0,4.928458177,0.72,15.98941455,1.560137102,-50.10388749,-0.261064796,-0.695303213,53.90241579,outside_rim_miss
ed5c6164-5229-593b-a53e-d3df22dcef70,77c3a804-c2b5-574b-8765-0bea934c12ac,19073a0a-4230-51c1-82cd-9298fc649aae,OKC,MIL,"Gilgeous-Alexander, Shai",null,"Connaughton, Pat",null,213919,213942,3,197.69,196.77,3:17,3:16,17.02,13.32,3.48,null,null,left corner two,Mid,1,0,0,0,0,0,41.80856347,13.43708674,jumper,stepback,0,9,0,0,0,0,0,heavily_contested,0,4.461793361,8.04,-97.56928377,4.921078529,143.5984386,-0.378597845,0.37775284,46.38337254,outside_rim_miss
af749775-5572-5a97-b530-0727d5f793be,4240c314-65be-56b8-bcaf-3783f9b22a8e,3533947a-66d0-5117-b09a-6dbbce310502,MIL,OKC,"Connaughton, Pat","Green, AJ","Caruso, Alex",null,248295,248329,4,403.66,402.3,6:43,6:42,2.88,-22.41,17.18,-4.6,30.44,right wing three,ATB,1,0,1,0,0,1,40.13351351,25.38765448,jumper,catchAndShootRelocating,1,0,0,1,0,0,0,heavily_contested,0,4.547933597,0.8,61.97132224,2.24381867,96.22726827,0.925755845,0.367616619,48.26242571,outside_rim_miss
9b5ce797-8e6e-5dca-8a3d-f83aae2eb01c,22ac6ee2-5e3f-5f5b-85b1-5f97df856807,cd32f67d-9dde-5dd6-afdb-2ef44a59b893,OKC,MIL,"Williams, Jalen","Joe, Isaiah","Trent Jr., Gary",null,230424,230454,4,655.59,654.39,10:55,10:54,15.24,-8.64,23.4,0.03,76.06,right wing two,Mid,1,0,0,0,0,0,45.53276896,20.10154472,jumper,overScreen,0,9,0,0,0,0,0,heavily_contested,0,5.674927312,7.08,25.45599238,0.764898323,-54.81374592,1.018665133,0.868119482,42.52404657,outside_rim_miss
5e9c340f-2c15-5218-b7b5-92f8ab76daa0,0a0fe266-21f9-59c1-aa14-34dfb97b61ae,de6f2d32-971d-5ad5-b8da-08c4c824f6e6,MIL,OKC,"Jackson Jr., Andre","Lillard, Damian","Dort, Luguentz",null,197228,197263,3,461.05,459.65,7:41,7:39,13.38,23.05,4.7,-2.35,11.47,left corner three,Corner,1,0,1,0,0,1,66.43605977,23.05656089,jumper,catchAndShoot,1,0,0,1,1,0,0,uncontested,0,13.37084889,1,-91.36688504,0.291666667,1.366885038,-0.58017173,-0.229485908,50.25740108,outside_rim_miss
3551e3db-0703-56c3-9ca6-c389928401c3,131df761-d561-5ec4-8fed-ba4ee20ad655,5a7bc50a-574e-5d0b-8f66-46964a84ad37,MIL,OKC,"Lopez, Brook","Green, AJ","Williams, Jalen",null,237944,237978,4,573.37,572.01,9:33,9:32,10.22,-23.66,12.98,-13.79,25.36,right corner three,Corner,1,1,1,1,0,1,54.41588312,24.89073121,jumper,catchAndShoot,1,0,1,1,0,0,0,heavily_contested,0,5.733314923,0.92,71.90717665,1.6687487,-159.0447714,0.259058071,0.400375268,47.70359438,swish
229fdee2-89ef-51cd-90e7-f5ed0d16dfe0,77519e82-f972-5d69-9cec-a50c7707ae4f,264e86d4-9d5e-57e3-b51e-57e7dd906414,OKC,MIL,"Dort, Luguentz","Caruso, Alex","Lillard, Damian",null,133354,133388,2,312.94,311.58,5:12,5:11,16.79,23.82,11.4,-1.81,19.9,left corner three,Corner,1,0,1,0,0,1,44.02977079,24.60111583,jumper,catchAndShoot,1,0,0,1,0,0,0,uncontested,0,16.03716933,1,-75.52315881,0.317323879,98.72174932,0.432352002,-0.58414727,49.24660453,inside_rim_miss
